"195","3C0","Annobon I.","AF","1.30N","5.36E","36","52","A","11-15-45","3C0","",""
"387","E2","Thailand","AS","13.48N","100.30E","26","49","A","11-15-45","HS,E2","",""
"390","TA","Turkey","AS","39.29N","34.63E","20","39","A","11-15-45","TA,TB,TC,YM","",""
"390","TB","Turkey","AS","39.29N","34.63E","20","39","A","11-15-45","TA,TB,TC,YM","",""
"390","TC","Turkey","AS","39.29N","34.63E","20","39","A","11-15-45","TA,TB,TC,YM","",""
"390","YM","Turkey","AS","39.29N","34.63E","20","39","A","11-15-45","TA,TB,TC,YM","",""
"391","A6","United Arab Emirates","AS","23.66N","54.09E","21","39","A","11-15-45","A6","",""
"400","7X","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"400","7R","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"400","7T","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"400","7U","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"400","7W","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"400","7Y","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"400","7V","Algeria","AF","36.42N","3.00E","33","37","A","11-15-45","7X,7R,7T,7U,7V,7W,7Y","",""
"401","D2","Angola","AF","8.48S","13.12E","36","52","A","11-15-45","D2,D3","",""
"401","D3","Angola","AF","8.48S","13.12E","36","52","A","11-15-45","D2,D3","",""
"402","A2","Botswana","AF","22.00S","25.00E","38","57","A","11-15-45","A2,8O","",""
"402","8O","Botswana","AF","22.00S","25.00E","38","57","A","11-15-45","A2,8O","",""
"404","9U","Burundi","AF","3.00S","29.00E","36","52","A","07-01-62","9U","",""
"406","TJ","Cameroon","AF","4.00N","12.00E","36","47","A","11-15-45","TJ","",""
"408","TL","Central Africa","AF","4.30N","18.00E","36","47","A","08-13-60","TL","",""
"409","D4","Cape Verde","AF","16.00N","24.00W","35","46","A","11-15-45","D4","",""
"410","TT","Chad","AF","12.00N","15.00E","36","47","A","08-11-60","TT","",""
"411","D6","Comoros","AF","12.10S","44.15E","39","53","A","07-15-75","D6","",""
"412","TN","Congo (Republic of the)","AF","4.00S","15.00E","36","52","A","08-15-60","TN","",""
"414","9Q","Dem. Rep. of Congo","AF","12.00S","27.30E","36","52","A","11-15-45","9Q,9T,9O,9P,9R,9S","",""
"414","9T","Dem. Rep. of Congo","AF","12.00S","27.30E","36","52","A","11-15-45","9Q,9T,9O,9P,9R,9S","",""
"414","9O","Dem. Rep. of Congo","AF","12.00S","27.30E","36","52","A","11-15-45","9Q,9T,9O,9P,9R,9S","",""
"414","9P","Dem. Rep. of Congo","AF","12.00S","27.30E","36","52","A","11-15-45","9Q,9T,9O,9P,9R,9S","",""
"414","9R","Dem. Rep. of Congo","AF","12.00S","27.30E","36","52","A","11-15-45","9Q,9T,9O,9P,9R,9S","",""
"414","9S","Dem. Rep. of Congo","AF","12.00S","27.30E","36","52","A","11-15-45","9Q,9T,9O,9P,9R,9S","",""
"416","TY","Benin","AF","6.18N","2.18E","35","46","A","08-01-60","TY","",""
"420","TR","Gabon","AF","0.30N","9.00E","36","52","A","08-17-60","TR","",""
"422","C5","The Gambia","AF","13.00N","17.00W","35","46","A","11-15-45","C5","",""
"424","9G","Ghana","AF","5.18N","0.12W","35","46","A","03-05-57","9G","",""
"428","TU","Cote d'Ivoire","AF","5.30N","4.00W","35","46","A","08-07-60","TU","",""
"430","5Z","Kenya","AF","1.30S","37.30E","37","48","A","11-15-45","5Z,5Y","",""
"430","5Y","Kenya","AF","1.30S","37.30E","37","48","A","11-15-45","5Z,5Y","",""
"432","7P","Lesotho","AF","29.30S","28.00E","38","57","A","11-15-45","7P","",""
"433","HL","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","DS","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","DT","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","6K","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","6L","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","D7","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","D8","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","D9","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"433","P5","Republic of Korea","AS","37.30N","127.00E","25","44","A","11-15-45","HL,DS,DT,6K,6L,6M,6N,D7,D8,D9,P5 < 05-15-95,P6,P7,P8,P9,KL9K > 03-24-95","",""
"434","EL","Liberia","AF","7.0N","11.00W","35","46","A","11-15-45","EL,5L,A8,D5,6Z,5M","",""
"434","5L","Liberia","AF","7.0N","11.00W","35","46","A","11-15-45","EL,5L,A8,D5,6Z,5M","",""
"434","6Z","Liberia","AF","7.0N","11.00W","35","46","A","11-15-45","EL,5L,A8,D5,6Z,5M","",""
"434","5M","Liberia","AF","7.0N","11.00W","35","46","A","11-15-45","EL,5L,A8,D5,6Z,5M","",""
"434","A8","Liberia","AF","7.0N","11.00W","35","46","A","11-15-45","EL,5L,A8,D5,6Z,5M","",""
"436","5A","Libya","AF","32.30N","12.30E","34","38","A","11-15-45","5A","",""
"438","5R","Madagascar","AF","18.30S","7.00E","39","53","A","11-15-45","5R,5S,6X","",""
"438","5S","Madagascar","AF","18.30S","7.00E","39","53","A","11-15-45","5R,5S,6X","",""
"438","6X","Madagascar","AF","18.30S","7.00E","39","53","A","11-15-45","5R,5S,6X","",""
"440","7Q","Malawi","AF","15.00S","35.00E","37","53","A","11-15-45","7Q","",""
"442","TZ","Mali","AF","13.00N","8.00W","35","46","A","06-20-60","TZ","",""
"444","5T","Mauritania","AF","20.00N","12.00W","35","46","A","06-20-60","5T","",""
"446","CN","Morocco","AF","33.00N","8.00W","33","37","A","11-15-45","CN,5C,5D,5E,5F,5G","",""
"446","5C","Morocco","AF","33.00N","8.00W","33","37","A","11-15-45","CN,5C,5D,5E,5F,5G","",""
"446","5D","Morocco","AF","33.00N","8.00W","33","37","A","11-15-45","CN,5C,5D,5E,5F,5G","",""
"446","5F","Morocco","AF","33.00N","8.00W","33","37","A","11-15-45","CN,5C,5D,5E,5F,5G","",""
"446","5G","Morocco","AF","33.00N","8.00W","33","37","A","11-15-45","CN,5C,5D,5E,5F,5G","",""
"446","5E","Morocco","AF","33.00N","8.00W","33","37","A","11-15-45","CN,5C,5D,5E,5F,5G","",""
"450","5N","Nigeria","AF","6.30S","3.00E","35","46","A","11-15-45","5N,5O","",""
"450","5O","Nigeria","AF","6.30S","3.00E","35","46","A","11-15-45","5N,5O","",""
"452","Z2","Zimbabwe","AF","18.00S","31.00E","38","53","A","11-15-45","Z2,ZE","",""
"452","ZE","Zimbabwe","AF","18.00S","31.00E","38","53","A","11-15-45","Z2,ZE","",""
"453","FR","Reunion I.","AF","21.00S","55.30E","39","53","A","06-25-60","FR","",""
"454","9X","Rwanda","AF","1.30S","30.00E","36","52","A","07-01-62","9X","",""
"456","6W","Senegal","AF","15.00N","18.00W","35","46","A","06-20-60","6W,6V","",""
"456","6V","Senegal","AF","15.00N","18.00W","35","46","A","06-20-60","6W,6V","",""
"458","9L","Sierra Leone","AF","8.30N","13.12W","35","46","A","11-15-45","9L","",""
"460","3D2/R","Rotuma I.","OC","12.30S","177.00E","32","56","A","11-15-45","3D2XX,3D2XV,3D2XR,3D2RW,3D2AG,3D2DS,3D2AA,3D2HI,3D2HA,3D2ID,3D2KZ,3D2MU,3D2SH,3D2OQ","",""
"462","ZT","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"462","ZS","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"462","S8","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"462","V9","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"462","S4","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"462","H5","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"462","ZR","South Africa","AF","29.54S","30.54E","38","57","A","11-15-45","ZS,S8,V9,S4,H5,ZR","",""
"464","V5","Namibia","AF","22.36S","17.06E","38","57","A","11-15-45","V5","",""
"466","ST","Sudan","AF","15.30N","32.30E","34","48","A","11-15-45","ST,6T,6U","",""
"466","6T","Sudan","AF","15.30N","32.30E","34","48","A","11-15-45","ST,6T,6U","",""
"466","6U","Sudan","AF","15.30N","32.30E","34","48","A","11-15-45","ST,6T,6U","",""
"468","3DA","Swaziland","AF","27.00S","31.30E","38","57","A","11-15-45","3DA,3D6","",""
"468","3D6","Swaziland","AF","27.00S","31.30E","38","57","A","11-15-45","3DA,3D6","",""
"470","5H","Tanzania","AF","7.00S","39.30E","37","53","A","11-15-45","5H,5I","",""
"470","5I","Tanzania","AF","7.00S","39.30E","37","53","A","11-15-45","5H,5I","",""
"474","3V","Tunisia","AF","36.48N","10.12E","33","37","A","11-15-45","3V,TS","",""
"474","TS","Tunisia","AF","36.48N","10.12E","33","37","A","11-15-45","3V,TS","",""
"478","6A","Egypt","AF","30.00N","31.24E","34","38","A","11-15-45","SU,6A,6B","",""
"478","6B","Egypt","AF","30.00N","31.24E","34","38","A","11-15-45","SU,6A,6B","",""
"478","SU","Egypt","AF","30.00N","31.24E","34","38","A","11-15-45","SU,6A,6B","",""
"480","XT","Burkina Faso","AF","12.18N","1.42W","35","46","A","08-16-60","XT","",""
"482","9J","Zambia","AF","15.00N","28.00E","36","53","A","11-15-45","9J,9I","",""
"482","9I","Zambia","AF","15.00N","28.00E","36","53","A","11-15-45","9J,9I","",""
"483","5V","Togo","AF","6.00N","1.30E","35","46","A","11-15-45","5V","",""
"488","ZS9","Walvis Bay","AF","33.54S","18.24E","38","57","D","03-01-94","ZS9","",""
"489","3D2/C","Conway Reef","OC","21.45S","174.63E","32","56","A","11-15-45","3D2CR,3D2CU","",""
"490","T33","Banaba I. (Ocean I.)","OC","0.52S","169.33W","31","65","A","11-15-45","T33","",""
"492","7O","Yemen","AS","15.4N","47.87E","21","39","A","05-22-90","7O,4W<02-29-00","",""
"492","4W","Yemen","AS","15.4N","47.87E","21","39","A","05-22-90","7O,4W<02-29-00","",""
"493","ZS1P","Penguin Is.","AF","26.36S","15.08E","38","57","D","03-01-94","ZS0","",""
"493","ZS0","Penguin Is.","AF","26.36S","15.08E","38","57","D","03-01-94","ZS0","",""
"497","9A","Croatia","EU","44.54N","20.30E","15","28","A","05-26-91","9A","",""
"499","S51","Slovenia","EU","44.55N","16.35E","15","28","A","05-26-91","S5","",""
"501","T9","Bosnia-Herzegovinia","EU","43.52N","18.26E","15","28","A","10-15-91","T9","",""
"501","E7","Bosnia-Herzegovinia","EU","43.52N","18.26E","15","28","A","10-15-91","T9","",""
"502","Z3","Macedonia","EU","42.00N","21.28E","15","28","A","09-08-91","Z3","",""
"503","OK","Czech Republic","EU","50.06N","14.24E","15","28","A","01-01-93","OK,OL","",""
"503","OL,"Czech Republic","EU","50.06N","14.24E","15","28","A","01-01-93","OK,OL","",""
"504","OM","Slovak Republic","EU","48.30N","20.00E","15","28","A","01-01-93","OM","",""
"505","BV9P","Pratas I.","AS","25.00N","122.00E","24","44","A","01-01-94","BV9P,BQ9P","",""
"505","BQ9P","Pratas I.","AS","25.00N","122.00E","24","44","A","01-01-94","BV9P,BQ9P","",""
"506","BS7","Scarborough Reef","AS","25.00N","122.00E","27","50","A","01-01-95","BS7","",""
"507","H40","Temotu Province","OC","9.24S","160.00E","32","51","A","03-31-98","H40","",""
"508","FO/A","Austral I.","OC","22.50S","151.33W","32","63","A","04-01-98","FO/A","",""
"508","TX","Austral I. Tubuai","OC","23.86S","149.48W","32","63","A","04-01-98","FO/A","",""
"509","FO/M","Marquesas Is.","OC","9.00S","140.1W","31","63","A","04-01-98","FO/M","",""
"510","E4","Palestine","AS","32.00N","35.00E","20","39","A","02-02-99","E4","",""
"511","4W6","Timor-Leste","OC","08.35S","125.35E","28","54","A","03-01-00","4W6,4W,4W6UN,4U1ET","",""
"511","4U1","Timor-Leste","OC","08.35S","125.35E","28","54","A","03-01-00","4W6,4W,4W6UN,4U1ET","",""
"512","FK/C","Chesterfield Is.","OC","19.52S","158.19E","30","56","A","11-15-45","FK/C,TX0C> 23-03-00","",""
"513","VP6D","Ducie I.","OC","24.50S","125.00W","32","63","A","11-16-01","VP6D","",""
"321","VS6","Hong Kong","AS","22.30N","114.30E","24","44","A","11-15-45","VS6,VR2,VR6","",""
"321","VR2","Hong Kong","AS","22.30N","114.30E","24","44","A","11-15-45","VS6,VR2,VR6","",""
"321","VR6","Hong Kong","AS","22.30N","114.30E","24","44","A","11-15-45","VS6,VR2,VR6","",""
"015","RM","Asiatic Russia","AS","48.00N","135.00E","17","20","A","11-15-45","US0 < 03-31-93,UA8,UA9,UA0,RA8,RA9,RA0,RU9,UW8,UW9,UW0,RV8,RV9,RV0,RW8,RW9,RW0,RK8,UZ8,UZ9,UZ0,RZ8,RZ9,RZ0,EX8,EX9,EX0,UV8,UV9,UV0,4K4 < 01-01-94,U8,U9,U0,R8,R9,R0,EK8,EK9,EK0,EY8,EY9,EY0,EM8,EM9,EM0,EN8,EN9,EN0,EO8,EO9,EO0,ER8,ER9,ER0,EZ8,EZ9,EZ0,4L0 < 03-01-93,4L9 < 03-01-93,EU8,EU9,EU0,4K4 < 01-01-94,4Z5KI,RK9,RK0,RX0,RX9,UK0,UK9,UX9,UI0 > 06-01-95,UI8 > 06-01-95,UI9 > 06-01-95,RQ8 > 11-06-95,RQ9 >11-06-95,RQ0 > 11-06-95,RM8 > 11-06-95,RM9 > 11-06-95,RM0 > 11-06-95,RS0 > 11-06-95,RS9 > 11-06-95","",""
"015","RS","Asiatic Russia","AS","48.00N","135.00E","17","20","A","11-15-45","US0 < 03-31-93,UA8,UA9,UA0,RA8,RA9,RA0,RU9,UW8,UW9,UW0,RV8,RV9,RV0,RW8,RW9,RW0,RK8,UZ8,UZ9,UZ0,RZ8,RZ9,RZ0,EX8,EX9,EX0,UV8,UV9,UV0,4K4 < 01-01-94,U8,U9,U0,R8,R9,R0,EK8,EK9,EK0,EY8,EY9,EY0,EM8,EM9,EM0,EN8,EN9,EN0,EO8,EO9,EO0,ER8,ER9,ER0,EZ8,EZ9,EZ0,4L0 < 03-01-93,4L9 < 03-01-93,EU8,EU9,EU0,4K4 < 01-01-94,4Z5KI,RK9,RK0,RX0,RX9,UK0,UK9,UX9,UI0 > 06-01-95,UI8 > 06-01-95,UI9 > 06-01-95,RQ8 > 11-06-95,RQ9 >11-06-95,RQ0 > 11-06-95,RM8 > 11-06-95,RM9 > 11-06-95,RM0 > 11-06-95,RS0 > 11-06-95,RS9 > 11-06-95","",""
"015","RQ","Asiatic Russia","AS","48.00N","135.00E","17","20","A","11-15-45","US0 < 03-31-93,UA8,UA9,UA0,RA8,RA9,RA0,RU9,UW8,UW9,UW0,RV8,RV9,RV0,RW8,RW9,RW0,RK8,UZ8,UZ9,UZ0,RZ8,RZ9,RZ0,EX8,EX9,EX0,UV8,UV9,UV0,4K4 < 01-01-94,U8,U9,U0,R8,R9,R0,EK8,EK9,EK0,EY8,EY9,EY0,EM8,EM9,EM0,EN8,EN9,EN0,EO8,EO9,EO0,ER8,ER9,ER0,EZ8,EZ9,EZ0,4L0 < 03-01-93,4L9 < 03-01-93,EU8,EU9,EU0,4K4 < 01-01-94,4Z5KI,RK9,RK0,RX0,RX9,UK0,UK9,UX9,UI0 > 06-01-95,UI8 > 06-01-95,UI9 > 06-01-95,RQ8 > 11-06-95,RQ9 >11-06-95,RQ0 > 11-06-95,RM8 > 11-06-95,RM9 > 11-06-95,RM0 > 11-06-95,RS0 > 11-06-95,RS9 > 11-06-95","",""
"054","4K","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","EK","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","EM","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","EO","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","ER","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","EN","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"054","UA","Russia-European","EU","60.00N","30.00E","16","19","A","11-15-45","UA,U,R,4K0 < 12-31-93,4K3 < 12-31-93,EK,EM,EN,EO,ER < 06-30-93,EU,EV,EW,EX,EY,EZ,4L < 03-01-93,US1 < 03-31-93,UN1 < 02-28-93,RC > 01-01-94,RD > 01-01-94,RF > 01-01-94,RG > 01-01-94,RH > 01-01-94,RI > 01-01-94,RJ > 01-01-94,RM > 01-01-94,RO > 01-01-94,RL > 01-01-94,UB > 01-01-94,UF > 01-01-94,UC > 07-01-94,UD > 07-01-94,UG > 07-01-94,UH > 07-01-94,UI > 06-01-95,4J3P > 12-19-95","",""
"291","K/0","USA0","NA","44.89N","100.88W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/1","USA1","NA","43.7N","71.33W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/2","USA2","NA","43.0N","76.5W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/3","USA3","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/4","USA4","NA","34.0N","81.79W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/5","USA5","NA","32.5N","98.8W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/6","USA6","NA","37.4N","120.55W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/7","USA7","NA","43.0N","114.95W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/8","USA8","NA","43.7N","84.9W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K/9","USA9","NA","40.88N","89.71W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","K","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/0","USA0","NA","44.89N","100.88W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/1","USA1","NA","43.7N","71.33W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/2","USA2","NA","43.0N","76.5W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/3","USA3","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/4","USA4","NA","34.0N","81.79W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/5","USA5","NA","32.5N","98.8W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/6","USA6","NA","37.4N","120.55W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/7","USA7","NA","43.0N","114.95W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/8","USA8","NA","43.7N","84.9W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N/9","USA9","NA","40.88N","89.71W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","N","USA","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/0","USA0","NA","44.89N","100.88W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/1","USA1","NA","43.7N","71.33W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/2","USA2","NA","43.0N","76.5W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/3","USA3","NA","40.0N","100.0W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/4","USA4","NA","34.0N","81.79W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/5","USA5","NA","32.5N","98.8W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/6","USA6","NA","37.4N","120.55W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/7","USA7","NA","43.0N","114.95W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/8","USA8","NA","43.7N","84.9W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
"291","W/9","USA9","NA","40.88N","89.71W","5","6","A","11-15-45","W,K,N,A,4U1WB,KL < 03-24-95,WL < 03-24-95,AL < 03-24-95,NL < 03-24-95","",""
